Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
maximizeWindow(),Chrome 115.0.0.0,Maximize current window,,2023-08-13 12:11:00,2023-08-13 12:11:01,0.130s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Be a Profressional Talent with Coding.ID/a_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 12:11:01,2023-08-13 12:11:02,1.130s,PASSED
"setText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""lices23875@viperace.com"")",Chrome 115.0.0.0,,,2023-08-13 12:11:02,2023-08-13 12:11:03,1.534s,PASSED
"setText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), ""password"")",Chrome 115.0.0.0,,,2023-08-13 12:11:03,2023-08-13 12:11:04,0.773s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 12:11:04,2023-08-13 12:11:05,1.515s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Be a Profressional Talent with Coding.ID/a_Events""))",Chrome 115.0.0.0,,,2023-08-13 12:11:05,2023-08-13 12:11:07,1.834s,PASSED
"click(findTestObject(""Web - Flow Beli Event/SW-BE07/Page_Online event bersertifikat dari prakti_f42b96/div_Day 3 Predict using Machine Learning   _e04a14""))",Chrome 115.0.0.0,,,2023-08-13 12:11:07,2023-08-13 12:11:08,1.046s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Day 3 Predict using Machine Learning - Ziyad/a_Beli Tiket""))",Chrome 115.0.0.0,,,2023-08-13 12:11:08,2023-08-13 12:11:09,0.679s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Day 3 Predict using Machine Learning - Ziyad/a_Lihat                Pembelian Saya""))",Chrome 115.0.0.0,,,2023-08-13 12:11:09,2023-08-13 12:11:12,2.964s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Coding.ID - Cart/button_Checkout""))",Chrome 115.0.0.0,,,2023-08-13 12:11:12,2023-08-13 12:11:13,0.769s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Coding.ID - Cart/input_Total Pembayaran_payment_method""))",Chrome 115.0.0.0,,,2023-08-13 12:11:13,2023-08-13 12:11:14,0.821s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Coding.ID - Cart/button_Confirm""))",Chrome 115.0.0.0,,,2023-08-13 12:11:14,2023-08-13 12:11:14,0.666s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Coding.ID - Cart/a_Akulaku PayLater""))",Chrome 115.0.0.0,,,2023-08-13 12:11:14,2023-08-13 12:11:15,0.889s,PASSED
"verifyElementText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Coding.ID - Cart/span_Akulaku PayLater""), ""Akulaku PayLater"")",Chrome 115.0.0.0,,,2023-08-13 12:11:15,2023-08-13 12:11:16,0.505s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Coding.ID - Cart/button_Pay now""))",Chrome 115.0.0.0,,,2023-08-13 12:11:16,2023-08-13 12:11:16,0.705s,PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 12:11:16,2023-08-13 12:11:21,5.020s,PASSED
"setText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Midtrans Mock Payment Provider/input_Phone Number_phoneNumber""), ""08122222222"")",Chrome 115.0.0.0,,,2023-08-13 12:11:21,2023-08-13 12:11:23,1.215s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Midtrans Mock Payment Provider/button_Next""))",Chrome 115.0.0.0,,,2023-08-13 12:11:23,2023-08-13 12:11:23,0.593s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Midtrans Mock Payment Provider/button_Pay""))",Chrome 115.0.0.0,,,2023-08-13 12:11:23,2023-08-13 12:11:24,0.681s,PASSED
"verifyElementText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Midtrans Mock Payment Provider/h1_Akulaku""), ""Akulaku"")",Chrome 115.0.0.0,,,2023-08-13 12:11:24,2023-08-13 12:11:24,0.599s,PASSED
"verifyElementText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE07/Page_Midtrans Mock Payment Provider/div_Transaction is Successful""), ""Transaction is Successful"")",Chrome 115.0.0.0,,,2023-08-13 12:11:24,2023-08-13 12:11:25,0.445s,PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 12:11:25,2023-08-13 12:11:25,0.403s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 12:11:25,2023-08-13 12:11:26,0.776s,PASSED
,,,,,,,
Test Cases/Website/SW-Flow Beli Event/SW-BE09 (dummy6),Chrome 115.0.0.0,,,2023-08-13 12:11:26,2023-08-13 12:11:58,31.434s,PASSED
"openBrowser(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 12:11:27,2023-08-13 12:11:32,4.745s,PASSED
maximizeWindow(),Chrome 115.0.0.0,Maximize current window,,2023-08-13 12:11:32,2023-08-13 12:11:32,0.166s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Be a Profressional Talent with Coding.ID/a_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 12:11:32,2023-08-13 12:11:33,1.420s,PASSED
"setText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""sotol69873@vreaa.com"")",Chrome 115.0.0.0,,,2023-08-13 12:11:33,2023-08-13 12:11:34,0.949s,PASSED
"setText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), ""password"")",Chrome 115.0.0.0,,,2023-08-13 12:11:34,2023-08-13 12:11:35,0.764s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 12:11:35,2023-08-13 12:11:36,1.247s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Be a Profressional Talent with Coding.ID/a_Events""))",Chrome 115.0.0.0,,,2023-08-13 12:11:36,2023-08-13 12:11:38,1.562s,PASSED
"click(findTestObject(""Web - Flow Beli Event/SW-BE01/Page_Online event bersertifikat dari prakti_f42b96/div_Day 3 Predict using Machine Learning   _e04a14""))",Chrome 115.0.0.0,,,2023-08-13 12:11:38,2023-08-13 12:11:39,1.301s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Day 3 Predict using Machine Learning - Ziyad/a_Beli Tiket""))",Chrome 115.0.0.0,,,2023-08-13 12:11:39,2023-08-13 12:11:40,0.768s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Day 3 Predict using Machine Learning - Ziyad/a_Lihat                Pembelian Saya""))",Chrome 115.0.0.0,,,2023-08-13 12:11:40,2023-08-13 12:11:42,1.595s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Coding.ID - Cart/button_Checkout""))",Chrome 115.0.0.0,,,2023-08-13 12:11:42,2023-08-13 12:11:42,0.925s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Coding.ID - Cart/input_Total Pembayaran_payment_method""))",Chrome 115.0.0.0,,,2023-08-13 12:11:42,2023-08-13 12:11:43,0.930s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Coding.ID - Cart/button_Confirm""))",Chrome 115.0.0.0,,,2023-08-13 12:11:43,2023-08-13 12:11:44,0.726s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Coding.ID - Cart/a_BCA KlikPay""))",Chrome 115.0.0.0,,,2023-08-13 12:11:44,2023-08-13 12:11:45,0.988s,PASSED
"verifyElementText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Coding.ID - Cart/span_BCA KlikPay""), ""BCA KlikPay"")",Chrome 115.0.0.0,,,2023-08-13 12:11:45,2023-08-13 12:11:46,0.646s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Coding.ID - Cart/button_Pay now""))",Chrome 115.0.0.0,,,2023-08-13 12:11:46,2023-08-13 12:11:47,0.926s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Midtrans Mock Payment Provider/button_Bayar""))",Chrome 115.0.0.0,,,2023-08-13 12:11:47,2023-08-13 12:11:50,3.559s,PASSED
"verifyElementText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE03/Page_Midtrans Mock Payment Provider/div_Transaksi Sukses""), ""Transaksi Sukses"")",Chrome 115.0.0.0,,,2023-08-13 12:11:50,2023-08-13 12:11:51,0.494s,PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 12:11:51,2023-08-13 12:11:52,0.803s,PASSED
"click(findTestObject(""Web - Flow Beli Event/SW-BE10/Page_Be a Profressional Talent with Coding.ID/a""))",Chrome 115.0.0.0,,,2023-08-13 12:11:52,2023-08-13 12:11:52,0.880s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE09/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 12:11:52,2023-08-13 12:11:54,1.107s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE09/Page_Coding.ID - Dashboard/span_Invoice""))",Chrome 115.0.0.0,,,2023-08-13 12:11:54,2023-08-13 12:11:55,1.590s,PASSED
"verifyElementText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE09/Page_Coding.ID - Dashboard/span_Completed""), ""Completed"")",Chrome 115.0.0.0,,,2023-08-13 12:11:55,2023-08-13 12:11:56,1.225s,PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 12:11:56,2023-08-13 12:11:57,0.459s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 12:11:57,2023-08-13 12:11:58,0.749s,PASSED
,,,,,,,
Test Cases/Website/SW-Flow Beli Event/SW-BE10,Chrome 115.0.0.0,,,2023-08-13 12:11:58,2023-08-13 12:12:15,17.625s,PASSED
"openBrowser(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 12:11:58,2023-08-13 12:12:06,7.665s,PASSED
maximizeWindow(),Chrome 115.0.0.0,Maximize current window,,2023-08-13 12:12:06,2023-08-13 12:12:06,0.134s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE10/Page_Be a Profressional Talent with Coding.ID/a_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 12:12:06,2023-08-13 12:12:07,0.802s,PASSED
"setText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE10/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""pehova5882@viperace.com"")",Chrome 115.0.0.0,,,2023-08-13 12:12:07,2023-08-13 12:12:08,1.074s,PASSED
"setText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE10/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), ""password"")",Chrome 115.0.0.0,,,2023-08-13 12:12:08,2023-08-13 12:12:09,0.856s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE10/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 12:12:09,2023-08-13 12:12:10,0.976s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE10/Page_Be a Profressional Talent with Coding.ID/a""))",Chrome 115.0.0.0,,,2023-08-13 12:12:10,2023-08-13 12:12:10,0.647s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE10/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 12:12:10,2023-08-13 12:12:11,0.745s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE10/Page_Coding.ID - Dashboard/span_Invoice""))",Chrome 115.0.0.0,,,2023-08-13 12:12:11,2023-08-13 12:12:13,2.258s,PASSED
"verifyElementText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE10/Page_Coding.ID - Dashboard/td_No data available in table""), ""No data available in table"")",Chrome 115.0.0.0,,,2023-08-13 12:12:13,2023-08-13 12:12:14,0.742s,PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 12:12:14,2023-08-13 12:12:15,0.418s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 12:12:15,2023-08-13 12:12:15,0.659s,PASSED
,,,,,,,
Test Cases/Website/SW-Flow Beli Event/SW-BE11,Chrome 115.0.0.0,,,2023-08-13 12:12:15,2023-08-13 12:12:32,16.394s,PASSED
"openBrowser(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 12:12:15,2023-08-13 12:12:22,6.538s,PASSED
maximizeWindow(),Chrome 115.0.0.0,Maximize current window,,2023-08-13 12:12:22,2023-08-13 12:12:22,0.130s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE11/Page_Be a Profressional Talent with Coding.ID/a_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 12:12:22,2023-08-13 12:12:23,1.213s,PASSED
"setText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE11/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), isya_katalon_email)",Chrome 115.0.0.0,,,2023-08-13 12:12:23,2023-08-13 12:12:24,1.132s,PASSED
"setText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE11/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), isya_katalon_password)",Chrome 115.0.0.0,,,2023-08-13 12:12:24,2023-08-13 12:12:25,0.728s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE11/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 12:12:25,2023-08-13 12:12:26,1.309s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE11/Page_Be a Profressional Talent with Coding.ID/a_Events""))",Chrome 115.0.0.0,,,2023-08-13 12:12:26,2023-08-13 12:12:28,1.504s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE11/Page_Online event bersertifikat dari prakti_f42b96/div_Day 2 Data Wrangling with Python       _d4413c""))",Chrome 115.0.0.0,,,2023-08-13 12:12:28,2023-08-13 12:12:29,1.567s,PASSED
"verifyTextPresent(""PENDAFTARAN DITUTUP"", true)",Chrome 115.0.0.0,,,2023-08-13 12:12:29,2023-08-13 12:12:31,1.084s,PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 12:12:31,2023-08-13 12:12:31,0.441s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 12:12:31,2023-08-13 12:12:32,0.629s,PASSED
,,,,,,,
Test Cases/Website/SW-Flow Beli Event/SW-BE12,Chrome 115.0.0.0,,,2023-08-13 12:12:32,2023-08-13 12:12:44,12.518s,PASSED
"openBrowser(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 12:12:32,2023-08-13 12:12:35,3.729s,PASSED
maximizeWindow(),Chrome 115.0.0.0,Maximize current window,,2023-08-13 12:12:35,2023-08-13 12:12:36,0.154s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE12/Page_Be a Profressional Talent with Coding.ID/a_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 12:12:36,2023-08-13 12:12:36,0.762s,PASSED
"setText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE12/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), isya_katalon_email)",Chrome 115.0.0.0,,,2023-08-13 12:12:36,2023-08-13 12:12:38,1.156s,PASSED
"setText(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE12/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), isya_katalon_password)",Chrome 115.0.0.0,,,2023-08-13 12:12:38,2023-08-13 12:12:38,0.725s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE12/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 12:12:38,2023-08-13 12:12:39,1.096s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE12/Page_Be a Profressional Talent with Coding.ID/a_Events""))",Chrome 115.0.0.0,,,2023-08-13 12:12:39,2023-08-13 12:12:41,1.157s,PASSED
"click(findTestObject(""Object Repository/Web - Flow Beli Event/SW-BE12/Page_Online event bersertifikat dari prakti_f42b96/div_Day 3 Predict using Machine Learning   _e04a14""))",Chrome 115.0.0.0,,,2023-08-13 12:12:41,2023-08-13 12:12:42,1.273s,PASSED
"verifyTextPresent(""You are joined"", false)",Chrome 115.0.0.0,,,2023-08-13 12:12:42,2023-08-13 12:12:43,1.136s,PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 12:12:43,2023-08-13 12:12:43,0.505s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 12:12:43,2023-08-13 12:12:44,0.707s,PASSED
