Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:11:55,2023-08-13 18:11:56,"0,721s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:11:56,2023-08-13 18:12:01,"5,007s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:12:01,2023-08-13 18:12:01,"0,655s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP20,Chrome 115.0.0.0,,,2023-08-13 18:12:02,2023-08-13 18:12:20,"18,618s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:12:02,2023-08-13 18:12:03,"1,142s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:12:03,2023-08-13 18:12:03,"0,126s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:12:03,2023-08-13 18:12:06,"2,812s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:12:06,2023-08-13 18:12:07,"0,905s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:12:07,2023-08-13 18:12:08,"0,921s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:12:08,2023-08-13 18:12:08,"0,667s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:12:08,2023-08-13 18:12:09,"1,082s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:12:09,2023-08-13 18:12:10,"0,614s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:12:10,2023-08-13 18:12:11,"0,853s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:12:11,2023-08-13 18:12:12,"0,887s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:12:12,2023-08-13 18:12:13,"0,907s",PASSED
"setText(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_BirthDay_birth_date""), ""06aug2019"")",Chrome 115.0.0.0,,,2023-08-13 18:12:13,2023-08-13 18:12:14,"1,287s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:12:14,2023-08-13 18:12:19,"5,011s",PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 18:12:19,2023-08-13 18:12:19,"0,441s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:12:19,2023-08-13 18:12:20,"0,642s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP21,Chrome 115.0.0.0,,,2023-08-13 18:12:20,2023-08-13 18:12:41,"21,125s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:12:20,2023-08-13 18:12:22,"1,183s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:12:22,2023-08-13 18:12:22,"0,128s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:12:22,2023-08-13 18:12:25,"3,384s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:12:25,2023-08-13 18:12:26,"0,939s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:12:26,2023-08-13 18:12:27,"0,916s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:12:27,2023-08-13 18:12:28,"0,718s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:12:28,2023-08-13 18:12:29,"1,147s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:12:29,2023-08-13 18:12:30,"0,712s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:12:30,2023-08-13 18:12:31,"1,000s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:12:31,2023-08-13 18:12:31,"0,868s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:12:31,2023-08-13 18:12:32,"0,900s",PASSED
"setText(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_BirthDay_birth_date""), """")",Chrome 115.0.0.0,,,2023-08-13 18:12:32,2023-08-13 18:12:34,"1,800s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:12:34,2023-08-13 18:12:39,"5,011s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:12:39,2023-08-13 18:12:40,"0,704s",PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 18:12:40,2023-08-13 18:12:41,"0,715s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:12:41,2023-08-13 18:12:41,"0,640s",PASSED
